date,country,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,people_fully_vaccinated_per_hundred_2,people_fully_vaccinated_per_hundred_ave,daily_vaccinations_per_million_ave
2021-03-02,Peru,1.02,0.01,346.0,0.67,3.4631666666666665,2601.5838926174497
2021-03-02,Portugal,6.65,2.82,2790.0,3.67,3.4631666666666665,2601.5838926174497
2021-03-02,Romania,5.11,3.22,1223.0,3.84,3.4631666666666665,2601.5838926174497
2021-03-02,Scotland,30.42,1.69,5654.0,3.33,3.4631666666666665,2601.5838926174497
2021-03-02,Slovakia,5.98,2.8,2125.0,4.13,3.4631666666666665,2601.5838926174497
2021-03-02,Slovenia,6.14,2.55,2056.0,4.17,3.4631666666666665,2601.5838926174497
2021-03-02,South America,2.71,0.56,919.0,1.41,3.4631666666666665,2601.5838926174497
2021-03-02,Spain,5.93,2.75,2367.0,3.7,3.4631666666666665,2601.5838926174497
2021-03-02,Switzerland,6.49,3.34,2271.0,4.9,3.4631666666666665,2601.5838926174497
2021-03-02,Turkey,8.45,2.31,3022.0,4.44,3.4631666666666665,2601.5838926174497
2021-03-02,United Kingdom,30.5,1.32,5655.0,2.59,3.4631666666666665,2601.5838926174497
2021-03-02,United States,15.48,7.82,5809.0,11.67,3.4631666666666665,2601.5838926174497
2021-03-02,Upper middle income,0.95,0.29,1231.0,0.49,3.4631666666666665,2601.5838926174497
2021-03-02,Wales,29.88,3.96,5845.0,9.17,3.4631666666666665,2601.5838926174497
2021-03-02,World,2.05,0.73,1016.0,1.14,3.4631666666666665,2601.5838926174497
2021-03-03,Africa,0.3,0.03,135.0,0.17,4.095396825396826,2642.959731543624
2021-03-03,Argentina,1.94,0.68,1267.0,1.1,4.095396825396826,2642.959731543624
2021-03-03,Asia,0.83,0.26,690.0,0.43,4.095396825396826,2642.959731543624
2021-03-03,Austria,5.69,2.82,2344.0,3.44,4.095396825396826,2642.959731543624
2021-03-03,Belgium,4.99,3.05,1680.0,3.73,4.095396825396826,2642.959731543624
2021-03-03,Bulgaria,2.97,0.6,1639.0,0.92,4.095396825396826,2642.959731543624
2021-03-03,Cambodia,0.75,0.06,694.0,0.56,4.095396825396826,2642.959731543624
2021-03-03,Canada,4.07,1.47,1662.0,1.62,4.095396825396826,2642.959731543624
2021-03-03,Chile,19.72,1.17,5944.0,13.23,4.095396825396826,2642.959731543624
2021-03-03,Czechia,4.67,2.38,1867.0,3.12,4.095396825396826,2642.959731543624
2021-03-03,Denmark,8.17,3.2,3086.0,4.91,4.095396825396826,2642.959731543624
2021-03-03,England,31.6,1.22,5412.0,2.34,4.095396825396826,2642.959731543624
2021-03-03,Estonia,6.56,3.0,3219.0,4.07,4.095396825396826,2642.959731543624
2021-03-03,Europe,7.05,2.05,2788.0,2.98,4.095396825396826,2642.959731543624
2021-03-03,European Union,5.72,2.73,2272.0,3.68,4.095396825396826,2642.959731543624
2021-03-03,France,4.98,2.64,1942.0,3.48,4.095396825396826,2642.959731543624
2021-03-03,Germany,5.47,2.81,2223.0,3.77,4.095396825396826,2642.959731543624
2021-03-03,Greece,6.17,3.34,2701.0,4.13,4.095396825396826,2642.959731543624
2021-03-03,High income,9.13,3.75,3070.0,5.49,4.095396825396826,2642.959731543624
2021-03-03,Hong Kong,0.69,0.0,977.0,0.0,4.095396825396826,2642.959731543624
2021-03-03,Hungary,8.13,2.77,4931.0,4.37,4.095396825396826,2642.959731543624
2021-03-03,India,1.0,0.21,440.0,0.47,4.095396825396826,2642.959731543624
2021-03-03,Israel,55.99,41.47,10391.0,51.2,4.095396825396826,2642.959731543624
2021-03-03,Italy,5.56,2.51,2258.0,3.73,4.095396825396826,2642.959731543624
2021-03-03,Latvia,2.97,0.95,1445.0,0.98,4.095396825396826,2642.959731543624
2021-03-03,Liechtenstein,4.99,2.15,1888.0,3.24,4.095396825396826,2642.959731543624
2021-03-03,Lithuania,7.06,2.83,2733.0,4.2,4.095396825396826,2642.959731543624
2021-03-03,Lower middle income,0.73,0.11,298.0,0.28,4.095396825396826,2642.959731543624
2021-03-03,Malta,12.8,6.87,4949.0,9.43,4.095396825396826,2642.959731543624
2021-03-03,Mexico,1.59,0.46,812.0,0.49,4.095396825396826,2642.959731543624
2021-03-03,New Zealand,0.24,0.0,291.0,0.02,4.095396825396826,2642.959731543624
2021-03-03,North America,9.62,4.76,3751.0,6.98,4.095396825396826,2642.959731543624
2021-03-03,Northern Ireland,29.4,2.12,5555.0,3.55,4.095396825396826,2642.959731543624
2021-03-03,Norway,6.9,3.57,3041.0,5.01,4.095396825396826,2642.959731543624
2021-03-03,Oceania,0.17,0.01,187.0,0.02,4.095396825396826,2642.959731543624
2021-03-03,Peru,1.04,0.04,330.0,0.74,4.095396825396826,2642.959731543624
2021-03-03,Portugal,6.79,2.83,2640.0,3.73,4.095396825396826,2642.959731543624
2021-03-03,Romania,5.31,3.22,1301.0,3.91,4.095396825396826,2642.959731543624
2021-03-03,Scotland,30.91,1.83,5649.0,3.52,4.095396825396826,2642.959731543624
2021-03-03,Slovakia,6.06,2.97,2139.0,4.2,4.095396825396826,2642.959731543624
2021-03-03,Slovenia,6.45,2.59,2087.0,4.45,4.095396825396826,2642.959731543624
2021-03-03,South America,2.83,0.63,1068.0,1.53,4.095396825396826,2642.959731543624
2021-03-03,Spain,6.25,2.8,2423.0,3.86,4.095396825396826,2642.959731543624
2021-03-03,Switzerland,6.7,3.53,2338.0,5.09,4.095396825396826,2642.959731543624
2021-03-03,Turkey,8.59,2.46,2876.0,4.94,4.095396825396826,2642.959731543624
2021-03-03,United Kingdom,30.91,1.42,5374.0,2.77,4.095396825396826,2642.959731543624
2021-03-03,United States,15.8,8.06,6012.0,11.96,4.095396825396826,2642.959731543624
2021-03-03,Upper middle income,1.0,0.31,1264.0,0.54,4.095396825396826,2642.959731543624
2021-03-03,Wales,30.18,4.42,5975.0,9.66,4.095396825396826,2642.959731543624
2021-03-03,World,2.11,0.76,1047.0,1.19,4.095396825396826,2642.959731543624
2021-03-04,Africa,0.31,0.04,121.0,0.17,4.265757575757575,2671.51677852349
2021-03-04,Argentina,2.08,0.69,1336.0,1.14,4.265757575757575,2671.51677852349
2021-03-04,Asia,0.86,0.27,714.0,0.45,4.265757575757575,2671.51677852349
2021-03-04,Austria,5.96,2.85,2462.0,3.53,4.265757575757575,2671.51677852349
2021-03-04,Belgium,5.35,3.12,1897.0,3.88,4.265757575757575,2671.51677852349
2021-03-04,Bulgaria,3.19,0.67,1645.0,0.96,4.265757575757575,2671.51677852349
2021-03-04,Canada,4.27,1.48,1733.0,1.63,4.265757575757575,2671.51677852349
2021-03-04,Chile,20.48,2.03,7621.0,14.2,4.265757575757575,2671.51677852349
2021-03-04,Czechia,4.97,2.43,2058.0,3.23,4.265757575757575,2671.51677852349
2021-03-04,Denmark,8.47,3.23,3187.0,5.04,4.265757575757575,2671.51677852349
2021-03-04,England,32.17,1.3,5202.0,2.52,4.265757575757575,2671.51677852349
2021-03-04,Estonia,6.94,3.19,3337.0,4.13,4.265757575757575,2671.51677852349
2021-03-04,Europe,7.33,2.14,2986.0,3.07,4.265757575757575,2671.51677852349
2021-03-04,European Union,5.99,2.81,2455.0,3.79,4.265757575757575,2671.51677852349
2021-03-04,France,5.21,2.74,2025.0,3.54,4.265757575757575,2671.51677852349
2021-03-04,Germany,5.69,2.88,2316.0,3.86,4.265757575757575,2671.51677852349
2021-03-04,Greece,6.42,3.41,2718.0,4.23,4.265757575757575,2671.51677852349
2021-03-04,High income,9.38,3.88,3210.0,5.64,4.265757575757575,2671.51677852349
2021-03-04,Hong Kong,0.83,0.0,1175.0,0.0,4.265757575757575,2671.51677852349
2021-03-04,Hungary,8.93,2.9,5631.0,4.6,4.265757575757575,2671.51677852349
2021-03-04,India,1.07,0.23,511.0,0.5,4.265757575757575,2671.51677852349
2021-03-04,Israel,56.44,42.38,10428.0,51.87,4.265757575757575,2671.51677852349
2021-03-04,Italy,5.81,2.59,2422.0,3.86,4.265757575757575,2671.51677852349
2021-03-04,Latvia,3.41,0.95,1762.0,1.0,4.265757575757575,2671.51677852349
2021-03-04,Liechtenstein,5.5,2.15,1914.0,3.55,4.265757575757575,2671.51677852349
2021-03-04,Lithuania,7.43,3.02,2923.0,4.4,4.265757575757575,2671.51677852349
2021-03-04,Lower middle income,0.78,0.12,330.0,0.29,4.265757575757575,2671.51677852349
2021-03-04,Malta,13.34,7.03,5275.0,9.64,4.265757575757575,2671.51677852349
2021-03-04,New Zealand,0.27,0.0,307.0,0.03,4.265757575757575,2671.51677852349
2021-03-04,North America,9.85,4.9,3789.0,7.16,4.265757575757575,2671.51677852349
2021-03-04,Northern Ireland,30.0,2.21,5485.0,3.73,4.265757575757575,2671.51677852349
2021-03-04,Norway,7.2,3.92,2974.0,5.04,4.265757575757575,2671.51677852349
2021-03-04,Oceania,0.2,0.01,187.0,0.02,4.265757575757575,2671.51677852349
2021-03-04,Peru,1.05,0.13,399.0,0.79,4.265757575757575,2671.51677852349
2021-03-04,Portugal,7.02,2.88,2594.0,3.94,4.265757575757575,2671.51677852349
2021-03-04,Romania,5.5,3.26,1476.0,3.95,4.265757575757575,2671.51677852349
2021-03-04,Scotland,31.44,1.98,5690.0,3.69,4.265757575757575,2671.51677852349
2021-03-04,Slovakia,6.14,3.13,2194.0,4.27,4.265757575757575,2671.51677852349
2021-03-04,Slovenia,6.78,2.81,2110.0,4.85,4.265757575757575,2671.51677852349
2021-03-04,South America,2.96,0.71,1239.0,1.6,4.265757575757575,2671.51677852349
2021-03-04,Spain,6.69,2.87,2646.0,4.04,4.265757575757575,2671.51677852349
2021-03-04,Switzerland,6.89,3.71,2404.0,5.27,4.265757575757575,2671.51677852349
2021-03-04,Turkey,8.72,2.62,2677.0,5.26,4.265757575757575,2671.51677852349
2021-03-04,United Kingdom,31.46,1.52,5217.0,2.96,4.265757575757575,2671.51677852349
2021-03-04,United States,16.16,8.31,6108.0,12.25,4.265757575757575,2671.51677852349
2021-03-04,Upper middle income,1.04,0.33,1288.0,0.56,4.265757575757575,2671.51677852349
2021-03-04,Wales,30.67,4.91,6319.0,10.12,4.265757575757575,2671.51677852349
2021-03-04,World,2.18,0.79,1090.0,1.22,4.265757575757575,2671.51677852349
2021-03-05,Africa,0.32,0.05,120.0,0.19,3.9258730158730164,2666.8079470198677
2021-03-05,Argentina,2.28,0.72,1434.0,1.23,3.9258730158730164,2666.8079470198677
2021-03-05,Asia,0.9,0.28,740.0,0.47,3.9258730158730164,2666.8079470198677
2021-03-05,Austria,6.35,2.88,2587.0,3.63,3.9258730158730164,2666.8079470198677
2021-03-05,Belgium,5.67,3.18,2051.0,4.04,3.9258730158730164,2666.8079470198677
2021-03-05,Bulgaria,3.38,0.72,1645.0,1.0,3.9258730158730164,2666.8079470198677
2021-03-05,Cambodia,0.92,0.08,888.0,0.74,3.9258730158730164,2666.8079470198677
2021-03-05,Canada,4.49,1.49,1803.0,1.65,3.9258730158730164,2666.8079470198677
2021-03-05,Chile,21.19,2.88,9261.0,15.01,3.9258730158730164,2666.8079470198677
2021-03-05,Czechia,5.24,2.48,2226.0,3.36,3.9258730158730164,2666.8079470198677
2021-03-05,Denmark,8.76,3.33,2826.0,5.24,3.9258730158730164,2666.8079470198677
2021-03-05,England,32.85,1.36,5085.0,2.7,3.9258730158730164,2666.8079470198677
2021-03-05,Estonia,7.36,3.3,3288.0,4.29,3.9258730158730164,2666.8079470198677
2021-03-05,Europe,7.55,2.2,3047.0,3.17,3.9258730158730164,2666.8079470198677
2021-03-05,European Union,6.2,2.87,2467.0,3.88,3.9258730158730164,2666.8079470198677
2021-03-05,France,5.51,2.84,2192.0,3.6,3.9258730158730164,2666.8079470198677
2021-03-05,Germany,5.93,2.96,2422.0,3.96,3.9258730158730164,2666.8079470198677
2021-03-05,Greece,6.7,3.47,2769.0,4.32,3.9258730158730164,2666.8079470198677
2021-03-05,High income,9.64,4.0,3277.0,5.78,3.9258730158730164,2666.8079470198677
2021-03-05,Hong Kong,0.97,0.0,1253.0,0.0,3.9258730158730164,2666.8079470198677
2021-03-05,Hungary,9.83,3.16,6601.0,4.82,3.9258730158730164,2666.8079470198677
2021-03-05,India,1.16,0.25,594.0,0.52,3.9258730158730164,2666.8079470198677
2021-03-05,Israel,56.64,42.84,10426.0,52.19,3.9258730158730164,2666.8079470198677
2021-03-05,Italy,6.06,2.68,2582.0,3.99,3.9258730158730164,2666.8079470198677
2021-03-05,Latvia,3.78,0.96,2043.0,1.01,3.9258730158730164,2666.8079470198677
2021-03-05,Liechtenstein,6.05,2.15,1967.0,3.55,3.9258730158730164,2666.8079470198677
2021-03-05,Lithuania,7.78,3.19,3132.0,4.63,3.9258730158730164,2666.8079470198677
2021-03-05,Lower middle income,0.82,0.13,366.0,0.31,3.9258730158730164,2666.8079470198677
2021-03-05,Malta,13.84,7.18,5386.0,9.8,3.9258730158730164,2666.8079470198677
2021-03-05,New Zealand,0.3,0.0,297.0,0.04,3.9258730158730164,2666.8079470198677
2021-03-05,North America,10.15,5.06,3852.0,7.32,3.9258730158730164,2666.8079470198677
2021-03-05,Northern Ireland,30.48,2.22,5358.0,3.98,3.9258730158730164,2666.8079470198677
2021-03-05,Norway,7.42,4.05,2979.0,5.06,3.9258730158730164,2666.8079470198677
2021-03-05,Oceania,0.23,0.01,197.0,0.03,3.9258730158730164,2666.8079470198677
2021-03-05,Peru,1.06,0.22,488.0,0.84,3.9258730158730164,2666.8079470198677
2021-03-05,Portugal,7.39,2.94,2571.0,4.27,3.9258730158730164,2666.8079470198677
2021-03-05,Romania,5.7,3.31,1685.0,3.99,3.9258730158730164,2666.8079470198677
2021-03-05,Scotland,31.92,2.09,5638.0,3.87,3.9258730158730164,2666.8079470198677
2021-03-05,Slovakia,6.25,3.26,2194.0,4.38,3.9258730158730164,2666.8079470198677
2021-03-05,Slovenia,7.0,3.09,2283.0,5.07,3.9258730158730164,2666.8079470198677
2021-03-05,South America,3.09,0.8,1384.0,1.66,3.9258730158730164,2666.8079470198677
2021-03-05,Switzerland,7.05,3.87,2476.0,5.42,3.9258730158730164,2666.8079470198677
2021-03-05,Turkey,8.83,2.74,2469.0,5.73,3.9258730158730164,2666.8079470198677
2021-03-05,United Kingdom,32.11,1.61,5127.0,3.15,3.9258730158730164,2666.8079470198677
2021-03-05,United States,16.61,8.58,6217.0,12.54,3.9258730158730164,2666.8079470198677
2021-03-05,Upper middle income,1.08,0.34,1310.0,0.6,3.9258730158730164,2666.8079470198677
2021-03-05,Wales,31.19,5.33,6624.0,10.45,3.9258730158730164,2666.8079470198677
2021-03-05,World,2.26,0.82,1124.0,1.26,3.9258730158730164,2666.8079470198677
2021-03-06,Africa,0.33,0.05,122.0,0.2,4.256896551724139,2681.3815789473683
2021-03-06,Asia,0.93,0.29,765.0,0.48,4.256896551724139,2681.3815789473683
2021-03-06,Austria,6.63,2.91,2634.0,3.73,4.256896551724139,2681.3815789473683
2021-03-06,Bahrain,18.05,11.72,4532.0,13.68,4.256896551724139,2681.3815789473683
2021-03-06,Belgium,5.74,3.18,2100.0,4.05,4.256896551724139,2681.3815789473683
2021-03-06,Bulgaria,3.41,0.72,1590.0,1.02,4.256896551724139,2681.3815789473683
2021-03-06,Cambodia,0.97,0.1,958.0,0.8,4.256896551724139,2681.3815789473683
2021-03-06,Canada,4.68,1.49,1852.0,1.66,4.256896551724139,2681.3815789473683
2021-03-06,Chile,21.24,3.01,9439.0,15.07,4.256896551724139,2681.3815789473683
2021-03-06,Czechia,5.36,2.48,2351.0,3.38,4.256896551724139,2681.3815789473683
2021-03-06,Denmark,9.01,3.4,3085.0,5.33,4.256896551724139,2681.3815789473683
2021-03-06,England,33.53,1.4,5131.0,2.83,4.256896551724139,2681.3815789473683
2021-03-06,Estonia,7.63,3.31,3536.0,4.3,4.256896551724139,2681.3815789473683
2021-03-06,Europe,7.74,2.25,3183.0,3.22,4.256896551724139,2681.3815789473683
2021-03-06,European Union,6.4,2.92,2603.0,3.93,4.256896551724139,2681.3815789473683
2021-03-06,France,5.81,2.86,2510.0,3.62,4.256896551724139,2681.3815789473683
2021-03-06,Germany,6.11,3.02,2514.0,4.02,4.256896551724139,2681.3815789473683
2021-03-06,Greece,6.96,3.51,2822.0,4.41,4.256896551724139,2681.3815789473683
2021-03-06,High income,9.9,4.12,3420.0,5.89,4.256896551724139,2681.3815789473683
2021-03-06,Hong Kong,1.12,0.0,1341.0,0.0,4.256896551724139,2681.3815789473683
2021-03-06,Hungary,10.16,3.18,5350.0,4.92,4.256896551724139,2681.3815789473683
2021-03-06,India,1.24,0.27,691.0,0.54,4.256896551724139,2681.3815789473683
2021-03-06,Israel,56.76,43.13,10368.0,52.37,4.256896551724139,2681.3815789473683
2021-03-06,Italy,6.29,2.74,2702.0,4.09,4.256896551724139,2681.3815789473683
2021-03-06,Latvia,3.84,0.96,2089.0,1.01,4.256896551724139,2681.3815789473683
2021-03-06,Liechtenstein,6.05,2.15,1967.0,3.55,4.256896551724139,2681.3815789473683
2021-03-06,Lithuania,7.8,3.2,3123.0,4.64,4.256896551724139,2681.3815789473683
2021-03-06,Lower middle income,0.86,0.14,405.0,0.32,4.256896551724139,2681.3815789473683
2021-03-06,Malta,14.38,7.34,5802.0,9.95,4.256896551724139,2681.3815789473683
2021-03-06,Mexico,1.68,0.47,424.0,0.54,4.256896551724139,2681.3815789473683
2021-03-06,New Zealand,0.31,0.0,275.0,0.06,4.256896551724139,2681.3815789473683
2021-03-06,North America,10.49,5.24,3989.0,7.51,4.256896551724139,2681.3815789473683
2021-03-06,Northern Ireland,30.78,2.23,5393.0,4.15,4.256896551724139,2681.3815789473683
2021-03-06,Norway,7.43,4.05,2985.0,5.06,4.256896551724139,2681.3815789473683
2021-03-06,Oceania,0.24,0.01,195.0,0.03,4.256896551724139,2681.3815789473683
2021-03-06,Peru,1.07,0.27,540.0,0.86,4.256896551724139,2681.3815789473683
2021-03-06,Portugal,7.69,3.02,2556.0,4.54,4.256896551724139,2681.3815789473683
2021-03-06,Romania,5.91,3.35,1930.0,4.02,4.256896551724139,2681.3815789473683
2021-03-06,Scotland,32.21,2.12,5373.0,4.03,4.256896551724139,2681.3815789473683
2021-03-06,Slovakia,6.53,3.29,2434.0,4.41,4.256896551724139,2681.3815789473683
2021-03-06,Slovenia,7.06,3.11,2353.0,5.07,4.256896551724139,2681.3815789473683
2021-03-06,South America,3.11,0.81,1324.0,1.68,4.256896551724139,2681.3815789473683
2021-03-06,Switzerland,7.08,3.9,2469.0,5.45,4.256896551724139,2681.3815789473683
2021-03-06,Turkey,8.9,2.81,2319.0,5.94,4.256896551724139,2681.3815789473683
2021-03-06,United Kingdom,32.72,1.65,5155.0,3.28,4.256896551724139,2681.3815789473683
2021-03-06,United States,17.15,8.9,6453.0,12.87,4.256896551724139,2681.3815789473683
2021-03-06,Upper middle income,1.09,0.35,1296.0,0.62,4.256896551724139,2681.3815789473683
2021-03-06,Wales,31.56,5.58,6846.0,10.75,4.256896551724139,2681.3815789473683
2021-03-06,World,2.32,0.84,1159.0,1.29,4.256896551724139,2681.3815789473683
2021-03-07,Africa,0.33,0.05,126.0,0.2,4.1705,2701.6513157894738
2021-03-07,Argentina,2.62,0.76,1584.0,1.34,4.1705,2701.6513157894738
2021-03-07,Asia,0.94,0.3,416.0,0.48,4.1705,2701.6513157894738
2021-03-07,Austria,6.76,2.92,2663.0,3.78,4.1705,2701.6513157894738
2021-03-07,Bahrain,18.13,11.84,4169.0,13.86,4.1705,2701.6513157894738
2021-03-07,Belgium,5.75,3.19,2107.0,4.06,4.1705,2701.6513157894738
2021-03-07,Bulgaria,3.43,0.72,1566.0,1.03,4.1705,2701.6513157894738
2021-03-07,Cambodia,1.0,0.11,985.0,0.84,4.1705,2701.6513157894738
2021-03-07,Canada,4.83,1.5,1893.0,1.67,4.1705,2701.6513157894738
2021-03-07,Chile,21.24,3.04,9495.0,15.08,4.1705,2701.6513157894738
2021-03-07,Czechia,5.46,2.49,2475.0,3.39,4.1705,2701.6513157894738
2021-03-07,Denmark,9.22,3.48,3184.0,5.41,4.1705,2701.6513157894738
2021-03-07,England,33.78,1.42,5076.0,2.88,4.1705,2701.6513157894738
2021-03-07,Estonia,7.71,3.31,3609.0,4.3,4.1705,2701.6513157894738
2021-03-07,Europe,7.91,2.29,3228.0,3.27,4.1705,2701.6513157894738
2021-03-07,European Union,6.63,2.97,2662.0,4.0,4.1705,2701.6513157894738
2021-03-07,France,5.99,2.87,2754.0,3.62,4.1705,2701.6513157894738
2021-03-07,Germany,6.25,3.06,2588.0,4.07,4.1705,2701.6513157894738
2021-03-07,High income,10.13,4.22,3477.0,6.01,4.1705,2701.6513157894738
2021-03-07,Hong Kong,1.24,0.0,1378.0,0.0,4.1705,2701.6513157894738
2021-03-07,Hungary,10.38,3.19,5526.0,4.96,4.1705,2701.6513157894738
2021-03-07,India,1.25,0.27,692.0,0.54,4.1705,2701.6513157894738
2021-03-07,Israel,57.12,43.97,10496.0,52.83,4.1705,2701.6513157894738
2021-03-07,Italy,6.43,2.78,2760.0,4.16,4.1705,2701.6513157894738
2021-03-07,Latvia,3.85,0.96,2086.0,1.01,4.1705,2701.6513157894738
2021-03-07,Liechtenstein,6.05,2.15,1967.0,3.55,4.1705,2701.6513157894738
2021-03-07,Lithuania,7.8,3.2,3100.0,4.64,4.1705,2701.6513157894738
2021-03-07,Lower middle income,0.87,0.14,403.0,0.33,4.1705,2701.6513157894738
2021-03-07,Malta,14.72,7.44,5902.0,10.07,4.1705,2701.6513157894738
2021-03-07,New Zealand,0.32,0.0,264.0,0.07,4.1705,2701.6513157894738
2021-03-07,North America,10.76,5.39,3985.0,7.71,4.1705,2701.6513157894738
2021-03-07,Northern Ireland,31.09,2.26,5512.0,4.68,4.1705,2701.6513157894738
2021-03-07,Norway,7.43,4.05,2970.0,5.06,4.1705,2701.6513157894738
2021-03-07,Oceania,0.25,0.01,202.0,0.03,4.1705,2701.6513157894738
2021-03-07,Peru,1.07,0.28,546.0,0.86,4.1705,2701.6513157894738
2021-03-07,Portugal,7.82,3.07,2460.0,4.67,4.1705,2701.6513157894738
2021-03-07,Romania,6.1,3.39,2183.0,4.03,4.1705,2701.6513157894738
2021-03-07,Scotland,32.48,2.17,5307.0,4.12,4.1705,2701.6513157894738
2021-03-07,Slovakia,6.7,3.3,2541.0,4.42,4.1705,2701.6513157894738
2021-03-07,Slovenia,7.06,3.11,2353.0,5.07,4.1705,2701.6513157894738
2021-03-07,South America,3.15,0.81,1337.0,1.69,4.1705,2701.6513157894738
2021-03-07,Switzerland,7.11,3.92,2476.0,5.46,4.1705,2701.6513157894738
2021-03-07,Turkey,8.92,2.84,2320.0,5.98,4.1705,2701.6513157894738
2021-03-07,United Kingdom,32.96,1.68,5111.0,3.36,4.1705,2701.6513157894738
2021-03-07,United States,17.6,9.18,6457.0,13.2,4.1705,2701.6513157894738
2021-03-07,Upper middle income,1.12,0.35,675.0,0.62,4.1705,2701.6513157894738
2021-03-07,Wales,31.66,5.83,6912.0,10.98,4.1705,2701.6513157894738
2021-03-07,World,2.37,0.86,957.0,1.32,4.1705,2701.6513157894738
2021-03-08,Africa,0.35,0.06,140.0,0.2,4.3721739130434765,2686.1233766233768
2021-03-08,Argentina,2.66,0.76,1573.0,1.34,4.3721739130434765,2686.1233766233768
2021-03-08,Asia,0.99,0.31,455.0,0.5,4.3721739130434765,2686.1233766233768
2021-03-08,Austria,6.87,2.93,2707.0,3.81,4.3721739130434765,2686.1233766233768
2021-03-08,Bahrain,18.2,11.91,3733.0,14.04,4.3721739130434765,2686.1233766233768
2021-03-08,Belgium,5.88,3.2,2154.0,4.1,4.3721739130434765,2686.1233766233768
2021-03-08,Bulgaria,3.5,0.73,1451.0,1.06,4.3721739130434765,2686.1233766233768
2021-03-08,Cambodia,1.05,0.14,953.0,0.88,4.3721739130434765,2686.1233766233768
2021-03-08,Canada,5.03,1.53,1997.0,1.68,4.3721739130434765,2686.1233766233768
2021-03-08,Chile,21.96,4.16,11087.0,15.72,4.3721739130434765,2686.1233766233768
2021-03-08,Czechia,5.74,2.54,2629.0,3.51,4.3721739130434765,2686.1233766233768
2021-03-08,Denmark,9.38,3.59,3067.0,5.54,4.3721739130434765,2686.1233766233768
2021-03-08,England,34.11,1.46,5163.0,3.0,4.3721739130434765,2686.1233766233768
2021-03-08,Estonia,7.97,3.33,3631.0,4.34,4.3721739130434765,2686.1233766233768
2021-03-08,Europe,8.06,2.33,3279.0,3.35,4.3721739130434765,2686.1233766233768
2021-03-08,European Union,6.81,3.03,2731.0,4.11,4.3721739130434765,2686.1233766233768
2021-03-08,France,6.15,2.94,2837.0,3.67,4.3721739130434765,2686.1233766233768
2021-03-08,Germany,6.48,3.12,2658.0,4.16,4.3721739130434765,2686.1233766233768
2021-03-08,Greece,7.23,3.57,2808.0,4.52,4.3721739130434765,2686.1233766233768
2021-03-08,High income,10.34,4.33,3561.0,6.14,4.3721739130434765,2686.1233766233768
2021-03-08,Hong Kong,1.39,0.0,1462.0,0.0,4.3721739130434765,2686.1233766233768
2021-03-08,Hungary,10.84,3.26,5723.0,4.99,4.3721739130434765,2686.1233766233768
2021-03-08,India,1.37,0.29,844.0,0.57,4.3721739130434765,2686.1233766233768
2021-03-08,Israel,57.44,44.82,10388.0,53.3,4.3721739130434765,2686.1233766233768
2021-03-08,Italy,6.65,2.85,2867.0,4.27,4.3721739130434765,2686.1233766233768
2021-03-08,Latvia,3.98,0.96,2098.0,1.02,4.3721739130434765,2686.1233766233768
2021-03-08,Liechtenstein,6.05,2.15,1967.0,4.08,4.3721739130434765,2686.1233766233768
2021-03-08,Lithuania,8.09,3.23,3170.0,4.69,4.3721739130434765,2686.1233766233768
2021-03-08,Lower middle income,0.93,0.15,475.0,0.34,4.3721739130434765,2686.1233766233768
2021-03-08,Malta,15.31,7.74,6437.0,10.26,4.3721739130434765,2686.1233766233768
2021-03-08,Mexico,1.74,0.47,358.0,0.57,4.3721739130434765,2686.1233766233768
2021-03-08,New Zealand,0.35,0.0,254.0,0.1,4.3721739130434765,2686.1233766233768
2021-03-08,North America,10.99,5.53,3993.0,7.85,4.3721739130434765,2686.1233766233768
2021-03-08,Norway,7.53,4.06,2945.0,5.06,4.3721739130434765,2686.1233766233768
2021-03-08,Oceania,0.27,0.01,206.0,0.03,4.3721739130434765,2686.1233766233768
2021-03-08,Peru,1.13,0.32,638.0,0.88,4.3721739130434765,2686.1233766233768
2021-03-08,Portugal,7.92,3.13,2406.0,4.71,4.3721739130434765,2686.1233766233768
2021-03-08,Romania,6.3,3.42,2267.0,4.15,4.3721739130434765,2686.1233766233768
2021-03-08,Scotland,32.75,2.26,5080.0,4.31,4.3721739130434765,2686.1233766233768
2021-03-08,Slovakia,6.8,3.46,2506.0,4.48,4.3721739130434765,2686.1233766233768
2021-03-08,Slovenia,7.13,3.13,2398.0,5.08,4.3721739130434765,2686.1233766233768
2021-03-08,South America,3.19,0.87,1402.0,1.75,4.3721739130434765,2686.1233766233768
2021-03-08,Spain,7.35,3.02,2872.0,4.51,4.3721739130434765,2686.1233766233768
2021-03-08,Switzerland,7.25,4.03,2495.0,5.58,4.3721739130434765,2686.1233766233768
2021-03-08,Turkey,8.97,2.89,2079.0,6.19,4.3721739130434765,2686.1233766233768
2021-03-08,United Kingdom,33.28,1.74,5158.0,3.48,4.3721739130434765,2686.1233766233768
2021-03-08,United States,17.94,9.42,6488.0,13.43,4.3721739130434765,2686.1233766233768
2021-03-08,Upper middle income,1.13,0.36,651.0,0.64,4.3721739130434765,2686.1233766233768
2021-03-08,Wales,31.95,6.09,6988.0,11.21,4.3721739130434765,2686.1233766233768
2021-03-08,World,2.43,0.88,992.0,1.35,4.3721739130434765,2686.1233766233768
