date,country,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,people_fully_vaccinated_per_hundred_2,people_fully_vaccinated_per_hundred_ave,daily_vaccinations_per_million_ave
2021-02-12,Turkey,3.64,0.4,1431.0,1.84,2.4864583333333337,3313.5412844036696
2021-02-12,United Kingdom,21.44,0.79,6558.0,1.13,2.4864583333333337,3313.5412844036696
2021-02-12,United States,10.71,3.61,4951.0,6.76,2.4864583333333337,3313.5412844036696
2021-02-12,Upper middle income,0.44,0.05,699.0,0.22,2.4864583333333337,3313.5412844036696
2021-02-12,Wales,23.77,0.13,8799.0,2.82,2.4864583333333337,3313.5412844036696
2021-02-12,World,1.2,0.31,721.0,0.63,2.4864583333333337,3313.5412844036696
2021-02-13,Africa,0.0,0.0,100.0,0.02,2.6302000000000008,3357.908256880734
2021-02-13,Argentina,0.82,0.52,426.0,0.64,2.6302000000000008,3357.908256880734
2021-02-13,Asia,0.41,0.08,487.0,0.23,2.6302000000000008,3357.908256880734
2021-02-13,Austria,3.17,2.07,1884.0,2.75,2.6302000000000008,3357.908256880734
2021-02-13,Belgium,3.37,2.0,1811.0,2.91,2.6302000000000008,3357.908256880734
2021-02-13,Brazil,2.33,0.08,1159.0,0.89,2.6302000000000008,3357.908256880734
2021-02-13,Bulgaria,0.79,0.3,376.0,0.54,2.6302000000000008,3357.908256880734
2021-02-13,Canada,2.56,0.76,722.0,1.38,2.6302000000000008,3357.908256880734
2021-02-13,Chile,9.76,0.29,9698.0,0.29,2.6302000000000008,3357.908256880734
2021-02-13,Czechia,2.74,1.56,1370.0,2.27,2.6302000000000008,3357.908256880734
2021-02-13,Denmark,3.88,2.84,1619.0,3.12,2.6302000000000008,3357.908256880734
2021-02-13,England,22.52,0.87,6101.0,1.05,2.6302000000000008,3357.908256880734
2021-02-13,Estonia,3.47,1.68,1615.0,2.56,2.6302000000000008,3357.908256880734
2021-02-13,Europe,4.23,1.07,1562.0,1.73,2.6302000000000008,3357.908256880734
2021-02-13,European Union,3.27,1.63,1470.0,2.5,2.6302000000000008,3357.908256880734
2021-02-13,Finland,3.72,1.21,1425.0,1.46,2.6302000000000008,3357.908256880734
2021-02-13,France,3.52,0.95,1614.0,2.36,2.6302000000000008,3357.908256880734
2021-02-13,Germany,3.24,1.73,1460.0,2.58,2.6302000000000008,3357.908256880734
2021-02-13,Greece,3.56,1.49,1761.0,3.01,2.6302000000000008,3357.908256880734
2021-02-13,High income,5.94,1.91,2567.0,3.36,2.6302000000000008,3357.908256880734
2021-02-13,Hungary,3.47,1.33,1061.0,2.58,2.6302000000000008,3357.908256880734
2021-02-13,India,0.58,0.0,236.0,0.18,2.6302000000000008,3357.908256880734
2021-02-13,Israel,44.35,28.74,13342.0,38.6,2.6302000000000008,3357.908256880734
2021-02-13,Italy,2.83,2.17,1052.0,2.34,2.6302000000000008,3357.908256880734
2021-02-13,Latvia,1.13,0.87,401.0,0.91,2.6302000000000008,3357.908256880734
2021-02-13,Liechtenstein,2.21,0.87,1232.0,2.15,2.6302000000000008,3357.908256880734
2021-02-13,Lithuania,3.66,2.03,1502.0,2.72,2.6302000000000008,3357.908256880734
2021-02-13,Lower middle income,0.31,0.0,184.0,0.08,2.6302000000000008,3357.908256880734
2021-02-13,Malta,7.83,3.53,4072.0,6.07,2.6302000000000008,3357.908256880734
2021-02-13,Mexico,0.5,0.07,18.0,0.44,2.6302000000000008,3357.908256880734
2021-02-13,North America,6.55,2.28,2856.0,4.2,2.6302000000000008,3357.908256880734
2021-02-13,Northern Ireland,20.65,1.53,7314.0,1.72,2.6302000000000008,3357.908256880734
2021-02-13,Norway,4.42,1.38,2268.0,3.15,2.6302000000000008,3357.908256880734
2021-02-13,Portugal,3.56,1.93,1606.0,2.76,2.6302000000000008,3357.908256880734
2021-02-13,Romania,3.55,2.08,1807.0,3.21,2.6302000000000008,3357.908256880734
2021-02-13,Scotland,22.4,0.26,10151.0,1.4,2.6302000000000008,3357.908256880734
2021-02-13,Slovakia,4.13,1.15,1870.0,2.45,2.6302000000000008,3357.908256880734
2021-02-13,Slovenia,3.55,2.4,1509.0,2.55,2.6302000000000008,3357.908256880734
2021-02-13,South America,1.69,0.11,1084.0,0.52,2.6302000000000008,3357.908256880734
2021-02-13,Turkey,3.86,0.54,1877.0,1.97,2.6302000000000008,3357.908256880734
2021-02-13,United Kingdom,22.19,0.79,6467.0,1.17,2.6302000000000008,3357.908256880734
2021-02-13,United States,11.08,3.91,4957.0,7.09,2.6302000000000008,3357.908256880734
2021-02-13,Upper middle income,0.47,0.06,718.0,0.23,2.6302000000000008,3357.908256880734
2021-02-13,Wales,24.47,0.15,8337.0,3.06,2.6302000000000008,3357.908256880734
2021-02-13,World,1.24,0.33,734.0,0.66,2.6302000000000008,3357.908256880734
2021-02-14,Argentina,0.82,0.53,343.0,0.65,2.641372549019608,3484.7
2021-02-14,Asia,0.42,0.08,492.0,0.24,2.641372549019608,3484.7
2021-02-14,Austria,3.18,2.09,1836.0,2.75,2.641372549019608,3484.7
2021-02-14,Belgium,3.37,2.02,1793.0,2.92,2.641372549019608,3484.7
2021-02-14,Brazil,2.37,0.09,1131.0,0.9,2.641372549019608,3484.7
2021-02-14,Bulgaria,0.79,0.3,377.0,0.54,2.641372549019608,3484.7
2021-02-14,Canada,2.57,0.8,740.0,1.39,2.641372549019608,3484.7
2021-02-14,Chile,9.79,0.29,9667.0,0.29,2.641372549019608,3484.7
2021-02-14,Czechia,2.75,1.58,1357.0,2.28,2.641372549019608,3484.7
2021-02-14,Denmark,3.99,2.86,1652.0,3.14,2.641372549019608,3484.7
2021-02-14,England,22.85,0.87,5995.0,1.07,2.641372549019608,3484.7
2021-02-14,Estonia,3.47,1.69,1615.0,2.57,2.641372549019608,3484.7
2021-02-14,Europe,4.38,1.13,1594.0,1.76,2.641372549019608,3484.7
2021-02-14,European Union,3.36,1.7,1490.0,2.56,2.641372549019608,3484.7
2021-02-14,Finland,3.78,1.21,1453.0,1.46,2.641372549019608,3484.7
2021-02-14,France,3.52,0.96,1618.0,2.36,2.641372549019608,3484.7
2021-02-14,Germany,3.28,1.76,1480.0,2.61,2.641372549019608,3484.7
2021-02-14,High income,6.13,2.02,2573.0,3.47,2.641372549019608,3484.7
2021-02-14,Hungary,3.48,1.34,1020.0,2.61,2.641372549019608,3484.7
2021-02-14,Israel,45.21,29.54,13690.0,39.24,2.641372549019608,3484.7
2021-02-14,Italy,2.87,2.18,1023.0,2.35,2.641372549019608,3484.7
2021-02-14,Latvia,1.13,0.87,393.0,0.91,2.641372549019608,3484.7
2021-02-14,Liechtenstein,2.21,0.87,1232.0,2.15,2.641372549019608,3484.7
2021-02-14,Lithuania,3.66,2.03,1497.0,2.72,2.641372549019608,3484.7
2021-02-14,Lower middle income,0.31,0.0,189.0,0.08,2.641372549019608,3484.7
2021-02-14,Malta,8.01,3.68,4006.0,6.35,2.641372549019608,3484.7
2021-02-14,North America,6.75,2.45,2873.0,4.38,2.641372549019608,3484.7
2021-02-14,Northern Ireland,20.98,1.53,7190.0,1.75,2.641372549019608,3484.7
2021-02-14,Norway,4.42,1.38,2254.0,3.16,2.641372549019608,3484.7
2021-02-14,Poland,3.9,1.71,1757.0,3.14,2.641372549019608,3484.7
2021-02-14,Portugal,3.64,2.02,1833.0,2.77,2.641372549019608,3484.7
2021-02-14,Romania,3.57,2.22,1913.0,3.21,2.641372549019608,3484.7
2021-02-14,Scotland,22.97,0.27,10255.0,1.44,2.641372549019608,3484.7
2021-02-14,Slovakia,4.33,1.15,2148.0,2.45,2.641372549019608,3484.7
2021-02-14,Slovenia,3.55,2.41,1511.0,2.55,2.641372549019608,3484.7
2021-02-14,South America,1.72,0.11,1062.0,0.53,2.641372549019608,3484.7
2021-02-14,Spain,3.19,2.29,1395.0,2.7,2.641372549019608,3484.7
2021-02-14,Switzerland,5.03,1.19,2197.0,3.04,2.641372549019608,3484.7
2021-02-14,Turkey,3.96,0.58,2057.0,1.99,2.641372549019608,3484.7
2021-02-14,United Kingdom,22.54,0.79,6383.0,1.2,2.641372549019608,3484.7
2021-02-14,United States,11.45,4.21,4986.0,7.41,2.641372549019608,3484.7
2021-02-14,Upper middle income,0.48,0.06,729.0,0.23,2.641372549019608,3484.7
2021-02-14,Wales,24.89,0.17,8312.0,3.29,2.641372549019608,3484.7
2021-02-14,World,1.28,0.35,740.0,0.67,2.641372549019608,3484.7
2021-02-15,Africa,0.0,0.0,125.0,0.02,2.5532727272727267,3451.4636363636364
2021-02-15,Argentina,0.82,0.53,310.0,0.65,2.5532727272727267,3451.4636363636364
2021-02-15,Asia,0.45,0.09,514.0,0.24,2.5532727272727267,3451.4636363636364
2021-02-15,Austria,3.22,2.12,1795.0,2.76,2.5532727272727267,3451.4636363636364
2021-02-15,Belgium,3.39,2.12,1837.0,2.94,2.5532727272727267,3451.4636363636364
2021-02-15,Brazil,2.39,0.1,1135.0,0.9,2.5532727272727267,3451.4636363636364
2021-02-15,Bulgaria,0.81,0.31,381.0,0.56,2.5532727272727267,3451.4636363636364
2021-02-15,Canada,2.58,0.82,697.0,1.43,2.5532727272727267,3451.4636363636364
2021-02-15,Chile,11.18,0.29,9911.0,0.3,2.5532727272727267,3451.4636363636364
2021-02-15,Czechia,2.81,1.66,1361.0,2.31,2.5532727272727267,3451.4636363636364
2021-02-15,Denmark,4.22,2.91,1834.0,3.16,2.5532727272727267,3451.4636363636364
2021-02-15,England,23.24,0.88,5914.0,1.09,2.5532727272727267,3451.4636363636364
2021-02-15,Estonia,3.52,1.7,1531.0,2.64,2.5532727272727267,3451.4636363636364
2021-02-15,Europe,4.46,1.17,1603.0,1.79,2.5532727272727267,3451.4636363636364
2021-02-15,European Union,3.43,1.76,1529.0,2.6,2.5532727272727267,3451.4636363636364
2021-02-15,Finland,3.79,1.21,1458.0,1.48,2.5532727272727267,3451.4636363636364
2021-02-15,France,3.58,1.07,1664.0,2.44,2.5532727272727267,3451.4636363636364
2021-02-15,Germany,3.37,1.83,1508.0,2.66,2.5532727272727267,3451.4636363636364
2021-02-15,Greece,3.7,1.62,1880.0,3.14,2.5532727272727267,3451.4636363636364
2021-02-15,High income,6.22,2.06,2458.0,3.55,2.5532727272727267,3451.4636363636364
2021-02-15,Hungary,3.54,1.36,1061.0,2.62,2.5532727272727267,3451.4636363636364
2021-02-15,India,0.61,0.01,234.0,0.19,2.5532727272727267,3451.4636363636364
2021-02-15,Israel,46.15,30.41,14237.0,39.95,2.5532727272727267,3451.4636363636364
2021-02-15,Italy,2.96,2.19,1012.0,2.4,2.5532727272727267,3451.4636363636364
2021-02-15,Latvia,1.16,0.87,428.0,0.92,2.5532727272727267,3451.4636363636364
2021-02-15,Liechtenstein,2.22,1.06,1128.0,2.15,2.5532727272727267,3451.4636363636364
2021-02-15,Lithuania,3.8,2.06,1601.0,2.72,2.5532727272727267,3451.4636363636364
2021-02-15,Lower middle income,0.33,0.0,211.0,0.09,2.5532727272727267,3451.4636363636364
2021-02-15,Malta,8.28,3.87,4000.0,6.57,2.5532727272727267,3451.4636363636364
2021-02-15,Mexico,0.51,0.07,35.0,0.44,2.5532727272727267,3451.4636363636364
2021-02-15,North America,6.76,2.45,2587.0,4.5,2.5532727272727267,3451.4636363636364
2021-02-15,Northern Ireland,21.63,1.54,7055.0,1.87,2.5532727272727267,3451.4636363636364
2021-02-15,Norway,4.43,1.4,2269.0,3.16,2.5532727272727267,3451.4636363636364
2021-02-15,Oceania,0.01,0.0,2.0,0.01,2.5532727272727267,3451.4636363636364
2021-02-15,Poland,3.97,1.74,1676.0,3.15,2.5532727272727267,3451.4636363636364
2021-02-15,Portugal,3.74,2.11,1956.0,2.8,2.5532727272727267,3451.4636363636364
2021-02-15,Romania,3.62,2.36,1929.0,3.21,2.5532727272727267,3451.4636363636364
2021-02-15,Scotland,23.58,0.31,9538.0,1.55,2.5532727272727267,3451.4636363636364
2021-02-15,Slovakia,4.45,1.28,2207.0,2.62,2.5532727272727267,3451.4636363636364
2021-02-15,Slovenia,3.55,2.41,1490.0,2.55,2.5532727272727267,3451.4636363636364
2021-02-15,South America,1.79,0.12,1076.0,0.53,2.5532727272727267,3451.4636363636364
2021-02-15,Spain,3.27,2.35,1397.0,2.71,2.5532727272727267,3451.4636363636364
2021-02-15,Switzerland,5.14,1.29,2199.0,3.17,2.5532727272727267,3451.4636363636364
2021-02-15,Turkey,4.28,0.68,2571.0,2.13,2.5532727272727267,3451.4636363636364
2021-02-15,United Kingdom,22.94,0.8,6228.0,1.24,2.5532727272727267,3451.4636363636364
2021-02-15,Upper middle income,0.49,0.07,748.0,0.24,2.5532727272727267,3451.4636363636364
2021-02-15,Wales,25.24,0.23,7745.0,3.54,2.5532727272727267,3451.4636363636364
2021-02-15,World,1.31,0.36,737.0,0.69,2.5532727272727267,3451.4636363636364
2021-02-16,Africa,0.0,0.0,139.0,0.03,2.7435714285714288,3292.634782608696
2021-02-16,Argentina,0.83,0.53,310.0,0.67,2.7435714285714288,3292.634782608696
2021-02-16,Asia,0.47,0.1,241.0,0.25,2.7435714285714288,3292.634782608696
2021-02-16,Austria,3.3,2.21,1717.0,2.79,2.7435714285714288,3292.634782608696
2021-02-16,Belgium,3.43,2.21,1677.0,3.0,2.7435714285714288,3292.634782608696
2021-02-16,Brazil,2.5,0.13,1203.0,0.96,2.7435714285714288,3292.634782608696
2021-02-16,Bulgaria,0.84,0.33,389.0,0.6,2.7435714285714288,3292.634782608696
2021-02-16,Canada,2.6,0.87,698.0,1.45,2.7435714285714288,3292.634782608696
2021-02-16,Chile,12.33,0.29,9598.0,0.36,2.7435714285714288,3292.634782608696
2021-02-16,Czechia,2.89,1.75,1371.0,2.34,2.7435714285714288,3292.634782608696
2021-02-16,Denmark,4.45,2.93,1985.0,3.18,2.7435714285714288,3292.634782608696
2021-02-16,England,23.8,0.88,5919.0,1.14,2.7435714285714288,3292.634782608696
2021-02-16,Estonia,3.65,1.75,1451.0,2.82,2.7435714285714288,3292.634782608696
2021-02-16,Europe,4.56,1.22,1591.0,1.98,2.7435714285714288,3292.634782608696
2021-02-16,European Union,3.51,1.83,1522.0,2.65,2.7435714285714288,3292.634782608696
2021-02-16,France,3.65,1.22,1690.0,2.54,2.7435714285714288,3292.634782608696
2021-02-16,Germany,3.46,1.89,1508.0,2.73,2.7435714285714288,3292.634782608696
2021-02-16,Greece,3.82,1.71,1890.0,3.26,2.7435714285714288,3292.634782608696
2021-02-16,High income,6.41,2.17,2625.0,3.64,2.7435714285714288,3292.634782608696
2021-02-16,Hungary,3.61,1.4,1147.0,2.62,2.7435714285714288,3292.634782608696
2021-02-16,India,0.63,0.02,232.0,0.2,2.7435714285714288,3292.634782608696
2021-02-16,Israel,47.11,31.31,14698.0,40.7,2.7435714285714288,3292.634782608696
2021-02-16,Italy,3.07,2.2,1022.0,2.45,2.7435714285714288,3292.634782608696
2021-02-16,Latvia,1.23,0.88,519.0,0.94,2.7435714285714288,3292.634782608696
2021-02-16,Liechtenstein,2.74,1.17,1757.0,2.15,2.7435714285714288,3292.634782608696
2021-02-16,Lithuania,3.81,2.06,1478.0,2.75,2.7435714285714288,3292.634782608696
2021-02-16,Lower middle income,0.35,0.01,220.0,0.1,2.7435714285714288,3292.634782608696
2021-02-16,Malta,8.58,4.04,4002.0,6.74,2.7435714285714288,3292.634782608696
2021-02-16,Mexico,0.64,0.07,215.0,0.44,2.7435714285714288,3292.634782608696
2021-02-16,North America,7.02,2.61,3000.0,4.62,2.7435714285714288,3292.634782608696
2021-02-16,Northern Ireland,22.08,1.56,6507.0,2.0,2.7435714285714288,3292.634782608696
2021-02-16,Norway,4.55,1.44,2254.0,3.23,2.7435714285714288,3292.634782608696
2021-02-16,Oceania,0.02,0.0,11.0,0.01,2.7435714285714288,3292.634782608696
2021-02-16,Portugal,3.79,2.17,2054.0,2.82,2.7435714285714288,3292.634782608696
2021-02-16,Romania,3.72,2.5,1982.0,3.22,2.7435714285714288,3292.634782608696
2021-02-16,Scotland,24.16,0.37,8944.0,1.69,2.7435714285714288,3292.634782608696
2021-02-16,Slovakia,4.54,1.39,2114.0,2.8,2.7435714285714288,3292.634782608696
2021-02-16,Slovenia,3.6,2.41,1558.0,2.55,2.7435714285714288,3292.634782608696
2021-02-16,South America,1.9,0.13,1097.0,0.56,2.7435714285714288,3292.634782608696
2021-02-16,Spain,3.36,2.39,1397.0,2.75,2.7435714285714288,3292.634782608696
2021-02-16,Switzerland,5.28,1.43,2186.0,3.34,2.7435714285714288,3292.634782608696
2021-02-16,Turkey,4.72,0.77,3215.0,2.31,2.7435714285714288,3292.634782608696
2021-02-16,United Kingdom,23.48,0.82,6148.0,1.32,2.7435714285714288,3292.634782608696
2021-02-16,United States,11.86,4.49,5132.0,7.82,2.7435714285714288,3292.634782608696
2021-02-16,Upper middle income,0.52,0.08,282.0,0.29,2.7435714285714288,3292.634782608696
2021-02-16,Wales,25.61,0.41,7305.0,3.96,2.7435714285714288,3292.634782608696
2021-02-16,World,1.35,0.38,609.0,0.73,2.7435714285714288,3292.634782608696
2021-02-17,Africa,0.0,0.0,144.0,0.03,2.9674137931034474,3168.4201680672268
2021-02-17,Argentina,0.83,0.53,243.0,0.68,2.9674137931034474,3168.4201680672268
2021-02-17,Asia,0.49,0.1,252.0,0.26,2.9674137931034474,3168.4201680672268
2021-02-17,Austria,3.41,2.32,1682.0,2.82,2.9674137931034474,3168.4201680672268
2021-02-17,Belgium,3.49,2.32,1608.0,3.05,2.9674137931034474,3168.4201680672268
2021-02-17,Brazil,2.51,0.26,1185.0,1.02,2.9674137931034474,3168.4201680672268
2021-02-17,Bulgaria,0.89,0.35,406.0,0.6,2.9674137931034474,3168.4201680672268
2021-02-17,Canada,2.61,0.91,663.0,1.47,2.9674137931034474,3168.4201680672268
2021-02-17,Chile,13.31,0.29,8905.0,1.17,2.9674137931034474,3168.4201680672268
2021-02-17,Czechia,2.98,1.83,1361.0,2.38,2.9674137931034474,3168.4201680672268
2021-02-17,Denmark,4.63,2.94,2076.0,3.2,2.9674137931034474,3168.4201680672268
2021-02-17,England,24.55,0.89,6133.0,1.22,2.9674137931034474,3168.4201680672268
2021-02-17,Estonia,3.93,1.8,1541.0,3.0,2.9674137931034474,3168.4201680672268
2021-02-17,Europe,4.7,1.27,1622.0,2.05,2.9674137931034474,3168.4201680672268
2021-02-17,European Union,3.63,1.92,1591.0,2.73,2.9674137931034474,3168.4201680672268
2021-02-17,Finland,4.14,1.24,1661.0,1.5,2.9674137931034474,3168.4201680672268
2021-02-17,France,3.73,1.37,1704.0,2.64,2.9674137931034474,3168.4201680672268
2021-02-17,Germany,3.57,1.96,1502.0,2.81,2.9674137931034474,3168.4201680672268
2021-02-17,Greece,3.96,1.83,1975.0,3.34,2.9674137931034474,3168.4201680672268
2021-02-17,High income,6.57,2.24,2573.0,3.76,2.9674137931034474,3168.4201680672268
2021-02-17,Hungary,3.78,1.46,1391.0,2.77,2.9674137931034474,3168.4201680672268
2021-02-17,India,0.64,0.02,225.0,0.21,2.9674137931034474,3168.4201680672268
2021-02-17,Israel,47.83,32.18,14613.0,41.47,2.9674137931034474,3168.4201680672268
2021-02-17,Italy,3.19,2.21,1039.0,2.52,2.9674137931034474,3168.4201680672268
2021-02-17,Latvia,1.33,0.89,623.0,0.95,2.9674137931034474,3168.4201680672268
2021-02-17,Liechtenstein,3.27,1.17,2307.0,2.15,2.9674137931034474,3168.4201680672268
2021-02-17,Lithuania,3.97,2.21,1590.0,2.83,2.9674137931034474,3168.4201680672268
2021-02-17,Lower middle income,0.36,0.01,223.0,0.11,2.9674137931034474,3168.4201680672268
2021-02-17,Malta,8.87,4.2,4233.0,6.87,2.9674137931034474,3168.4201680672268
2021-02-17,Mexico,0.74,0.08,369.0,0.46,2.9674137931034474,3168.4201680672268
2021-02-17,North America,7.15,2.7,2910.0,4.76,2.9674137931034474,3168.4201680672268
2021-02-17,Northern Ireland,22.58,1.58,5710.0,2.12,2.9674137931034474,3168.4201680672268
2021-02-17,Norway,4.95,1.64,2264.0,3.58,2.9674137931034474,3168.4201680672268
2021-02-17,Oceania,0.02,0.0,12.0,0.01,2.9674137931034474,3168.4201680672268
2021-02-17,Poland,4.26,2.05,1891.0,3.39,2.9674137931034474,3168.4201680672268
2021-02-17,Portugal,3.89,2.23,2074.0,2.83,2.9674137931034474,3168.4201680672268
2021-02-17,Romania,3.82,2.63,2001.0,3.22,2.9674137931034474,3168.4201680672268
2021-02-17,Scotland,24.8,0.44,8294.0,1.83,2.9674137931034474,3168.4201680672268
2021-02-17,Slovakia,4.64,1.5,2079.0,2.97,2.9674137931034474,3168.4201680672268
2021-02-17,Slovenia,3.84,2.44,1716.0,2.59,2.9674137931034474,3168.4201680672268
2021-02-17,South America,1.95,0.2,1047.0,0.63,2.9674137931034474,3168.4201680672268
2021-02-17,Spain,3.5,2.45,1412.0,2.8,2.9674137931034474,3168.4201680672268
2021-02-17,Switzerland,5.41,1.59,2143.0,3.52,2.9674137931034474,3168.4201680672268
2021-02-17,Turkey,5.31,0.88,4113.0,2.46,2.9674137931034474,3168.4201680672268
2021-02-17,United Kingdom,24.19,0.85,6236.0,1.42,2.9674137931034474,3168.4201680672268
2021-02-17,United States,12.04,4.63,4917.0,8.06,2.9674137931034474,3168.4201680672268
2021-02-17,Upper middle income,0.55,0.09,305.0,0.31,2.9674137931034474,3168.4201680672268
2021-02-17,Wales,26.09,0.61,6982.0,4.42,2.9674137931034474,3168.4201680672268
2021-02-17,World,1.4,0.4,609.0,0.76,2.9674137931034474,3168.4201680672268
2021-02-18,Africa,0.0,0.0,149.0,0.04,2.9875862068965526,2990.7642276422766
2021-02-18,Argentina,0.87,0.54,198.0,0.69,2.9875862068965526,2990.7642276422766
2021-02-18,Asia,0.52,0.11,288.0,0.27,2.9875862068965526,2990.7642276422766
2021-02-18,Austria,3.54,2.41,1606.0,2.85,2.9875862068965526,2990.7642276422766
2021-02-18,Belgium,3.58,2.47,1504.0,3.13,2.9875862068965526,2990.7642276422766
2021-02-18,Brazil,2.58,0.34,1210.0,1.09,2.9875862068965526,2990.7642276422766
2021-02-18,Bulgaria,0.94,0.37,399.0,0.67,2.9875862068965526,2990.7642276422766
2021-02-18,Canada,2.63,0.96,642.0,1.48,2.9875862068965526,2990.7642276422766
2021-02-18,Chile,14.12,0.29,8166.0,2.03,2.9875862068965526,2990.7642276422766
2021-02-18,Czechia,3.09,1.9,1332.0,2.43,2.9875862068965526,2990.7642276422766
2021-02-18,Denmark,4.83,2.94,2165.0,3.23,2.9875862068965526,2990.7642276422766
2021-02-18,England,25.25,0.9,6157.0,1.3,2.9875862068965526,2990.7642276422766
2021-02-18,Estonia,4.33,1.87,1784.0,3.19,2.9875862068965526,2990.7642276422766
2021-02-18,Europe,4.85,1.33,1631.0,2.14,2.9875862068965526,2990.7642276422766
2021-02-18,European Union,3.77,2.01,1612.0,2.81,2.9875862068965526,2990.7642276422766
2021-02-18,Finland,4.4,1.27,1716.0,1.51,2.9875862068965526,2990.7642276422766
2021-02-18,France,3.83,1.55,1707.0,2.74,2.9875862068965526,2990.7642276422766
2021-02-18,Germany,3.68,2.02,1503.0,2.89,2.9875862068965526,2990.7642276422766
2021-02-18,Greece,4.13,1.96,2078.0,3.41,2.9875862068965526,2990.7642276422766
2021-02-18,High income,6.74,2.35,2567.0,3.88,2.9875862068965526,2990.7642276422766
2021-02-18,Hungary,4.06,1.58,1673.0,2.9,2.9875862068965526,2990.7642276422766
2021-02-18,India,0.68,0.03,242.0,0.23,2.9875862068965526,2990.7642276422766
2021-02-18,Israel,48.63,33.1,14548.0,42.38,2.9875862068965526,2990.7642276422766
2021-02-18,Italy,3.32,2.23,1073.0,2.59,2.9875862068965526,2990.7642276422766
2021-02-18,Latvia,1.41,0.89,605.0,0.95,2.9875862068965526,2990.7642276422766
2021-02-18,Liechtenstein,3.58,1.17,2517.0,2.15,2.9875862068965526,2990.7642276422766
2021-02-18,Lithuania,4.21,2.39,1709.0,3.02,2.9875862068965526,2990.7642276422766
2021-02-18,Lower middle income,0.39,0.02,246.0,0.12,2.9875862068965526,2990.7642276422766
2021-02-18,Malta,9.17,4.35,4321.0,7.03,2.9875862068965526,2990.7642276422766
2021-02-18,North America,7.28,2.82,2938.0,4.9,2.9875862068965526,2990.7642276422766
2021-02-18,Northern Ireland,23.03,1.6,4870.0,2.21,2.9875862068965526,2990.7642276422766
2021-02-18,Norway,5.3,1.84,2268.0,3.92,2.9875862068965526,2990.7642276422766
2021-02-18,Oceania,0.02,0.0,12.0,0.01,2.9875862068965526,2990.7642276422766
2021-02-18,Poland,4.47,2.29,2126.0,3.61,2.9875862068965526,2990.7642276422766
2021-02-18,Portugal,4.03,2.3,2094.0,2.88,2.9875862068965526,2990.7642276422766
2021-02-18,Romania,3.92,2.74,2011.0,3.26,2.9875862068965526,2990.7642276422766
2021-02-18,Scotland,25.37,0.53,7530.0,1.98,2.9875862068965526,2990.7642276422766
2021-02-18,Slovakia,4.73,1.63,2011.0,3.13,2.9875862068965526,2990.7642276422766
2021-02-18,Slovenia,4.24,2.47,1740.0,2.81,2.9875862068965526,2990.7642276422766
2021-02-18,South America,2.03,0.24,1013.0,0.71,2.9875862068965526,2990.7642276422766
2021-02-18,Spain,3.77,2.5,1567.0,2.87,2.9875862068965526,2990.7642276422766
2021-02-18,Switzerland,5.54,1.78,2164.0,3.7,2.9875862068965526,2990.7642276422766
2021-02-18,Turkey,5.96,1.03,5165.0,2.62,2.9875862068965526,2990.7642276422766
2021-02-18,United Kingdom,24.86,0.87,6151.0,1.52,2.9875862068965526,2990.7642276422766
2021-02-18,United States,12.27,4.83,4847.0,8.31,2.9875862068965526,2990.7642276422766
2021-02-18,Upper middle income,0.58,0.11,350.0,0.33,2.9875862068965526,2990.7642276422766
2021-02-18,Wales,26.61,0.81,6549.0,4.91,2.9875862068965526,2990.7642276422766
2021-02-18,World,1.44,0.42,633.0,0.79,2.9875862068965526,2990.7642276422766
2021-02-19,Africa,0.19,0.0,144.0,0.05,3.350909090909091,2879.8951612903224
2021-02-19,Argentina,0.92,0.56,243.0,0.72,3.350909090909091,2879.8951612903224
2021-02-19,Asia,0.54,0.12,290.0,0.28,3.350909090909091,2879.8951612903224
2021-02-19,Austria,3.69,2.5,1519.0,2.88,3.350909090909091,2879.8951612903224
2021-02-19,Belgium,3.74,2.58,1457.0,3.18,3.350909090909091,2879.8951612903224
2021-02-19,Brazil,2.65,0.42,1236.0,1.16,3.350909090909091,2879.8951612903224
2021-02-19,Bulgaria,1.12,0.38,608.0,0.72,3.350909090909091,2879.8951612903224
2021-02-19,Canada,2.69,1.03,691.0,1.49,3.350909090909091,2879.8951612903224
2021-02-19,Chile,14.87,0.29,7513.0,2.88,3.350909090909091,2879.8951612903224
2021-02-19,Czechia,3.2,1.97,1302.0,2.48,3.350909090909091,2879.8951612903224
2021-02-19,Denmark,5.06,2.96,2045.0,3.33,3.350909090909091,2879.8951612903224
2021-02-19,England,25.83,0.9,5870.0,1.36,3.350909090909091,2879.8951612903224
2021-02-19,Estonia,4.61,1.95,2047.0,3.3,3.350909090909091,2879.8951612903224
2021-02-19,Europe,4.97,1.38,1584.0,2.2,3.350909090909091,2879.8951612903224
2021-02-19,European Union,3.89,2.08,1646.0,2.87,3.350909090909091,2879.8951612903224
2021-02-19,Finland,4.73,1.29,1864.0,1.52,3.350909090909091,2879.8951612903224
2021-02-19,France,3.92,1.68,1713.0,2.83,3.350909090909091,2879.8951612903224
2021-02-19,Germany,3.8,2.09,1508.0,2.97,3.350909090909091,2879.8951612903224
2021-02-19,Greece,4.31,2.07,2170.0,3.47,3.350909090909091,2879.8951612903224
2021-02-19,High income,6.9,2.45,2533.0,4.0,3.350909090909091,2879.8951612903224
